YoYo Test Level,RPE,Time
5.1 Start,1,0.0
5.1 Finish,2,12.0
9.1 Start,4,25.0
9.1 Finish,4,35.0
11.1 Start,4,45.0
11.1 Finish,5,56.0
11.2 Start,5,67.0
11.2 Finish,6,77.0
12.1 Start,6,88.0
12.1 Finish,6,98.0
12.2 Start,7,109.0
12.2 Finish,7,119.0
12.3 Start,7,130.0
12.3 Finish,7,139.0
13.1 Start,8,148.0
13.1 Finish,8,159.0
