YoYo Test Level,RPE,Time
5.1 Start,3,0.0
5.1 Finish,3,14.0
9.1 Start,3,24.0
9.1 Finish,3,35.0
11.1 Start,4,46.0
11.1 Finish,4,57.0
11.2 Start,4,67.0
11.2 Finish,4,78.0
12.1 Start,4,89.0
12.1 Finish,5,99.0
12.2 Start,5,167.0
12.2 Finish,5,177.0
12.3 Start,5,188.0
12.3 Finish,5,198.0
13.1 Start,6,208.0
13.1 Finish,6,219.0
13.2 Start,6,229.0
13.2 Finish,7,238.0
13.3 Start,7,249.0
13.3 Finish,8,259.0
13.4 Start,8,269.0
13.4 Finish,9,279.0
