YoYo Test Level,RPE,Time
5.1 Start,1,0.0
5.1 Finish,2,14.0
9.1 Start,4,27.0
9.1 Finish,5,38.0
11.1 Start,6,48.0
11.1 Finish,7,60.0
11.2 Start,8,69.0
11.2 Finish,8,82.0
