YoYo Test Level,RPE,Time
5.1 Start,1,0.0
5.1 Finish,1,12.0
9.1 Start,3,25.0
9.1 Finish,3,37.0
11.1 Start,3,47.0
11.1 Finish,4,59.0
11.2 Start,5,68.0
11.2 Finish,6,79.0
12.1 Start,6,89.0
12.1 Finish,7,101.0
12.2 Start,7,111.0
12.2 Finish,8,122.0
12.3 Start,8,131.0
12.3 Finish,8,143.0
13.1 Start,9,152.0
13.1 Finish,9,164.0
13.2 Start,9,172.0
13.2 Finish,10,184.0
