YoYo Test Level,RPE,Time
5.1 Start,1,0.0
5.1 Finish,1,12.0
9.1 Start,2,24.0
9.1 Finish,2,36.0
11.1 Start,3,46.0
11.1 Finish,4,58.0
11.2 Start,4,66.0
11.2 Finish,4,78.0
12.1 Start,4,88.0
12.1 Finish,5,99.0
12.2 Start,5,109.0
12.2 Finish,5,119.0
12.3 Start,5,129.0
12.3 Finish,6,140.0
13.1 Start,7,150.0
13.1 Finish,7,162.0
13.2 Start,9,170.0
13.2 Finish,9,181.0
