YoYo Test Level,RPE,Time
5.1 Start,3,0
5.1 Finish,3,14
9.1 Start,4,19
9.1 Finish,5,31
11.1 Start,6,48
11.1 Finish,6,59
11.2 Start,6,69
11.2 Finish,6,86
5.1 Start,3,253
5.1 Finish,3,264
9.1 Start,5,278
9.1 Finish,6,288
11.1 Start,7,300
11.1 Finish,7,310
11.2 Start,8,322
11.2 Finish,8,332
