YoYo Test Level,RPE,Time
5.1 Start,1,0.0
5.1 Finish,1,10.0
9.1 Start,1,22.0
9.1 Finish,2,30.0
11.1 Start,2,44.0
11.1 Finish,3,55.0
11.2 Start,3,65.0
11.2 Finish,4,76.0
12.1 Start,5,86.0
12.1 Finish,6,98.0
12.2 Start,7,107.0
12.2 Finish,8,119.0
12.3 Start,9,127.0
12.3 Finish,9,140.0
