YoYo Test Level,RPE,Time
5.1 Start,1,0.0
5.1 Finish,3,11.0
9.1 Start,3,24.0
9.1 Finish,3,36.0
11.1 Start,3,49.0
11.1 Finish,4,60.0
11.2 Start,5,73.0
11.2 Finish,6,80.0
12.1 Start,6,92.0
12.1 Finish,8,103.0
12.2 Start,8,114.0
12.2 Finish,9,125.0
12.3 Start,9,135.0
12.3 Finish,10,146.0
