t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,HRR,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,bpm,mmHg
0.0,29.56,0.301,8.897,582,167.8066445,145.6572532,0.87,56.2,6.2,40.7,46.9,1.93,0.6,78,2.2,18.67,2.06,17.5,3.22,20.9,0.07,133,15,124,23,NONE,,24.2,63,40.5,733,757,1173,48.9,0.81,0,13.5,0,528,645,0,45.0,55.0,0.87,"W001° 15' 5.7204""","N51° 45' 55.4454""",63,63,0.3,0,0.85,1.18,2.03,0.42,0.21,0.949,0,0,0,,66,00:00:00,92.7,0.39,1278,998,0,80,0,9,False,31,0.35,102,26
3.0,18.93,1.03,19.495,404,702.9883179,646.0118976,0.92,170.9,42.2,25.8,28.1,8.08,2.3,78,9.0,16.59,4.1,15.61,5.21,20.9,0.07,118,29,111,37,NONE,,24.1,63,40.5,733,757,4971,207.1,3.45,0,57.1,0,1375,3596,0,27.7,72.3,0.92,"W001° 15' 5.7168""","N51° 45' 55.4508""",62,63,0.5,0,0.86,2.31,3.17,0.27,0.18,1.29,3,0,0,,66,00:00:03,84.0,0.97,1278,998,0,80,0,8,False,32,1.2,102,39
3.0,117.65,0.046,5.412,71,96.2298896,151.8203981,1.58,8.5,1.6,0.0,0.0,1.11,0.3,78,1.2,18.48,3.48,19.99,0.9,20.9,0.07,131,25,142,6,NONE,,24.1,63,40.5,733,757,781,32.5,0.54,0,9.0,0,0,781,0,0.0,100.0,1.58,"W001° 15' 5.7168""","N51° 45' 55.4508""",62,63,0.5,0,0.28,0.23,0.51,0.55,0.0,0.733,0,0,0,,66,00:00:03,95.6,0.13,1278,998,0,80,0,8,False,32,0.16,102,11
5.0,28.3,0.349,9.877,834,204.3693119,178.2801016,0.87,64.4,7.9,38.6,44.3,2.35,0.7,78,2.6,18.45,2.26,17.16,3.68,20.9,0.07,131,16,122,26,NONE,,24.1,63,40.5,733,757,1430,59.6,0.99,0,16.4,0,623,807,0,43.6,56.4,0.87,"W001° 15' 5.7174""","N51° 45' 55.4448""",63,63,0.4,0,0.67,1.45,2.12,0.32,0.25,0.995,2,0,0,,66,00:00:05,91.9,0.35,1278,998,0,80,0,8,False,27,0.52,102,29
7.0,27.4,0.494,13.534,540,389.7530568,352.9013594,0.91,86.3,16.0,29.8,32.9,4.48,1.3,79,4.9,17.47,3.24,16.16,4.6,20.9,0.07,124,23,115,33,NONE,,24.1,63,40.5,733,757,2748,114.5,1.91,0,31.6,0,887,1861,0,32.3,67.7,0.91,"W001° 15' 5.7186""","N51° 45' 55.4394""",63,63,0.1,0,0.69,1.5,2.19,0.32,0.2,1.131,2,0,0,,65,00:00:07,88.9,2.69,1278,998,0,80,0,7,False,32,0.72,101,35
10.0,25.1,0.586,14.711,635,405.0699248,381.9567853,0.94,103.1,18.9,32.0,33.9,4.66,1.3,80,5.1,17.59,3.23,16.25,4.65,20.9,0.07,125,23,115,33,NONE,,24.1,64,40.5,733,757,2880,120.0,2.0,0,33.1,0,561,2319,0,19.5,80.5,0.94,"W001° 15' 5.7216""","N51° 45' 55.4328""",64,63,0.1,0,0.78,1.61,2.39,0.33,0.23,1.168,3,0,0,,65,00:00:10,88.0,2.79,1278,998,0,80,0,8,False,32,0.75,100,35
12.0,24.0,0.54,12.96,584,337.3550552,316.4134321,0.94,96.0,16.4,33.4,35.6,3.88,1.1,80,4.2,17.78,3.04,16.38,4.56,20.9,0.07,126,22,116,32,NONE,,24.1,64,40.5,733,757,2396,99.8,1.66,0,27.5,0,508,1888,0,21.2,78.8,0.94,"W001° 15' 5.7474""","N51° 45' 55.4112""",66,63,0.2,0,0.93,1.57,2.5,0.37,0.25,1.113,2,0,0,,65,00:00:12,89.4,1.16,1278,998,0,80,0,8,False,32,0.58,100,35
15.0,27.4,0.47,12.877,499,319.772488,292.4147098,0.91,84.3,13.3,34.3,37.5,3.68,1.1,80,4.0,17.94,2.83,16.52,4.33,20.9,0.07,127,20,117,31,NONE,,24.1,64,40.5,733,757,2259,94.1,1.57,0,26.0,0,660,1599,0,29.2,70.8,0.91,"W001° 15' 5.7792""","N51° 45' 55.3842""",68,63,0.2,0,0.87,1.32,2.19,0.4,0.25,1.11,3,0,0,,65,00:00:15,89.5,1.1,1278,998,0,80,0,8,False,32,0.54,100,33
17.0,20.48,0.559,11.447,548,306.7145557,284.9165345,0.93,98.9,17.3,32.6,35.1,3.53,1.0,76,4.0,17.69,3.09,16.33,4.76,20.9,0.07,126,22,116,34,NONE,,24.1,65,40.5,733,757,2174,90.6,1.51,0,25.0,0,527,1647,0,24.3,75.7,0.93,"W001° 15' 5.781""","N51° 45' 55.365""",69,63,0.1,0,0.94,1.99,2.93,0.32,0.26,1.059,2,0,0,,65,00:00:17,90.6,2.12,1278,998,0,80,0,9,False,31,0.59,104,36
21.0,15.79,1.24,19.579,705,613.8413006,583.7875329,0.95,212.4,45.8,30.1,31.6,7.06,2.0,75,8.2,17.13,3.69,15.68,5.07,20.9,0.07,122,26,111,36,NONE,,24.2,64,40.5,733,757,4372,182.2,3.04,1,50.3,0,731,3641,0,16.7,83.3,0.95,"W001° 15' 5.7984""","N51° 45' 55.3494""",69,63,0.3,0,0.93,2.87,3.8,0.24,0.25,1.292,4,0,0,,65,00:00:21,84.0,1.41,1278,998,0,80,0,9,False,31,1.33,105,38
23.0,27.52,0.503,13.844,948,321.7597683,302.2979431,0.94,91.1,13.7,37.0,39.4,3.7,1.1,76,4.2,18.11,2.72,16.87,4.08,20.9,0.07,129,19,120,29,NONE,,24.2,64,40.5,733,757,2286,95.2,1.59,1,26.3,0,472,1814,0,20.6,79.4,0.94,"W001° 15' 5.7966""","N51° 45' 55.3398""",69,63,0.3,0,0.59,1.59,2.18,0.27,0.25,1.141,2,0,0,,65,00:00:23,88.7,0.74,1278,998,0,80,0,9,False,25,0.85,104,32
25.0,30.93,0.038,1.175,675,0.8575822,1.8687757,2.18,7.9,0.1,0.0,0.0,0.01,0.0,79,0.0,20.79,0.26,163.83,0.29,20.9,0.07,148,2,>63,2,NONE,,24.2,64,40.5,733,757,8,0.3,0.01,1,0.1,0,0,8,0,0.0,100.0,2.18,"W001° 15' 5.7792""","N51° 45' 55.3362""",69,63,0.2,0,0.94,1.0,1.94,0.48,0.0,0.07,2,0,0,,65,00:00:25,99.0,0,1278,998,0,80,0,9,False,25,0.04,101,7
36.0,5.5,1.601,8.805,909,268.1772137,271.4429788,1.01,275.2,61.1,31.4,31.0,3.08,0.9,80,3.4,17.19,3.82,15.2,5.65,20.9,0.07,122,27,108,40,NONE,,24.1,64,40.5,733,757,1936,80.7,1.34,1,22.3,0,0,1936,0,0.0,100.0,1.01,"W001° 15' 5.7642""","N51° 45' 55.3332""",69,63,0.2,0,0.53,10.38,10.91,0.05,0.3,0.945,11,0,0,,65,00:00:36,92.8,0.92,1278,998,0,80,0,9,False,30,3.02,100,42
42.0,10.2,1.094,11.163,918,381.1822392,347.056859,0.91,184.1,42.1,27.4,30.1,4.38,1.3,79,4.8,16.83,3.85,15.22,5.3,20.9,0.07,119,27,108,38,NONE,,24.1,64,40.5,733,757,2690,112.1,1.87,1,30.9,0,822,1868,0,30.6,69.4,0.91,"W001° 15' 5.7492""","N51° 45' 55.3416""",67,63,0.1,0,0.42,5.46,5.88,0.07,0.24,1.048,6,0,0,,65,00:00:42,90.9,2.63,1278,998,0,80,0,8,False,26,2.6,101,39
44.0,25.86,0.589,15.233,836,443.0582257,369.9920864,0.84,103.0,17.8,30.3,36.3,5.09,1.5,76,5.8,17.49,3.02,16.13,4.44,20.9,0.07,124,21,115,32,NONE,,24.1,64,40.5,733,757,3074,128.1,2.13,1,35.3,0,1730,1344,0,56.3,43.7,0.84,"W001° 15' 5.7492""","N51° 45' 55.338""",67,63,0.3,0,1.08,1.24,2.32,0.47,0.25,1.183,2,0,0,,65,00:00:44,87.5,1.02,1278,998,0,80,0,7,False,25,0.55,104,34
47.0,27.27,0.735,20.045,783,580.3127566,511.3204677,0.88,128.4,23.3,31.3,35.5,6.67,1.9,77,7.5,17.47,3.17,16.25,4.48,20.9,0.07,124,23,115,32,NONE,,24.1,64,40.5,733,757,4069,169.5,2.83,1,46.8,0,1651,2418,0,40.6,59.4,0.88,"W001° 15' 5.7528""","N51° 45' 55.3416""",67,63,0.3,0,0.97,1.23,2.2,0.44,0.25,1.302,3,0,0,,65,00:00:47,83.6,1.33,1278,998,0,79,0,9,False,26,0.76,103,34
49.0,28.44,0.586,16.664,827,414.0150778,367.1084854,0.89,105.2,16.1,35.4,40.0,4.76,1.4,80,5.2,17.95,2.75,16.79,4.0,20.9,0.07,127,20,119,28,NONE,,24.1,64,40.5,733,757,2907,121.1,2.02,1,33.4,0,1124,1783,0,38.7,61.3,0.89,"W001° 15' 5.7654""","N51° 45' 55.3446""",67,63,0.2,0,0.95,1.16,2.11,0.45,0.25,1.222,2,0,0,,65,00:00:49,86.4,1.43,1278,998,0,80,0,9,False,27,0.62,100,31
54.0,11.86,2.137,25.34,2656,576.0772472,599.1794192,1.04,387.1,62.9,42.5,40.9,6.62,1.9,84,6.9,18.11,2.94,17.05,4.28,20.9,0.07,129,21,121,30,NONE,,24.1,64,40.5,733,757,4184,174.3,2.91,1,48.1,0,0,4184,0,0.0,100.0,1.04,"W001° 15' 5.7948""","N51° 45' 55.3668""",66,63,0.1,0,2.34,2.72,5.06,0.46,0.33,1.404,5,0,0,,65,00:00:54,79.3,3.97,1278,998,0,80,0,8,False,26,0.91,96,33
64.0,5.64,1.843,10.393,1052,303.617155,324.8897783,1.07,318.8,71.3,32.9,30.8,3.49,1.0,91,3.3,17.3,3.87,15.37,5.6,20.9,0.07,123,27,109,40,NONE,,24.1,64,40.5,733,757,2220,92.5,1.54,2,25.5,0,0,2220,0,0.0,100.0,1.07,"W001° 15' 5.7846""","N51° 45' 55.3902""",64,63,0.1,0,0.57,10.07,10.64,0.05,0.3,1.017,10,0,0,,65,00:01:04,91.5,2.09,1278,998,0,80,0,8,False,32,3.23,89,41
71.0,9.26,1.313,12.157,1062,410.0085434,370.1315547,0.9,221.7,49.5,28.1,31.1,4.71,1.3,85,4.8,16.88,3.77,14.97,5.43,20.9,0.07,120,27,106,39,NONE,,24.1,64,40.5,733,757,2889,120.4,2.01,2,33.2,0,959,1930,0,33.2,66.8,0.9,"W001° 15' 5.784""","N51° 45' 55.4034""",62,63,0.3,0,0.47,6.01,6.48,0.07,0.28,1.085,7,0,0,,65,00:01:11,90.0,0.94,1278,998,0,80,0,8,False,26,2.79,95,40
73.0,25.97,0.563,14.623,779,454.3234076,363.4209166,0.8,97.3,17.4,28.2,35.2,5.22,1.5,81,5.6,17.28,3.09,15.71,4.62,20.9,0.07,123,22,112,33,NONE,,24.1,65,40.5,733,757,3127,130.3,2.17,2,35.9,0,2135,992,0,68.3,31.7,0.8,"W001° 15' 5.781""","N51° 45' 55.41""",62,63,0.4,0,0.97,1.34,2.31,0.42,0.25,1.165,2,0,0,,65,00:01:13,88.0,0.78,1278,998,0,80,0,8,False,25,0.58,99,35
75.0,28.04,0.626,17.551,734,563.0744152,455.8684667,0.81,107.4,20.2,27.7,34.2,6.47,1.8,82,6.9,17.16,3.23,15.72,4.69,20.9,0.07,122,23,112,33,NONE,,24.0,65,40.5,733,757,3884,161.8,2.7,2,44.6,0,2524,1360,0,65.0,35.0,0.81,"W001° 15' 5.7798""","N51° 45' 55.41""",62,63,0.6,0,0.97,1.17,2.14,0.45,0.24,1.244,2,0,0,,65,00:01:15,85.6,0.65,1278,998,0,80,0,7,False,28,0.65,98,35
78.0,25.0,0.704,17.6,771,549.6215532,462.968715,0.84,121.3,23.0,28.8,34.2,6.32,1.8,84,6.5,17.23,3.27,15.84,4.74,20.9,0.07,122,23,112,34,NONE,,24.1,65,40.5,733,757,3820,159.2,2.65,2,43.9,0,2055,1765,0,53.8,46.2,0.84,"W001° 15' 5.7882""","N51° 45' 55.3998""",63,63,0.5,0,0.99,1.41,2.4,0.41,0.25,1.246,3,0,0,,65,00:01:18,85.6,0.76,1278,998,0,80,0,8,False,27,0.71,96,36
80.0,24.19,0.557,13.476,677,404.1770356,338.6059863,0.84,96.8,17.4,29.2,34.8,4.65,1.3,85,4.8,17.38,3.12,15.84,4.71,20.9,0.07,123,22,112,33,NONE,,24.1,65,40.5,733,757,2806,116.9,1.95,2,32.3,0,1554,1252,0,55.4,44.6,0.84,"W001° 15' 5.793""","N51° 45' 55.3878""",63,63,0.3,0,1.0,1.48,2.48,0.4,0.25,1.13,2,0,0,,65,00:01:20,89.0,0.93,1278,998,0,79,0,8,False,25,0.56,95,36
83.0,26.55,0.534,14.177,623,409.8872033,341.3360845,0.83,93.5,16.0,30.1,36.1,4.71,1.3,83,4.9,17.51,3.0,15.9,4.62,20.9,0.07,124,21,113,33,NONE,,24.1,65,40.5,733,757,2843,118.4,1.97,3,32.7,0,1623,1220,0,57.1,42.9,0.83,"W001° 15' 5.787""","N51° 45' 55.3872""",63,63,0.2,0,1.0,1.26,2.26,0.44,0.26,1.152,3,0,0,,65,00:01:23,88.4,1.41,1278,998,0,80,0,8,False,26,0.53,97,35
84.0,33.33,0.843,28.1,675,973.128102,803.8520638,0.83,142.0,29.9,26.5,32.1,11.19,3.2,83,11.7,16.84,3.55,15.74,4.51,20.9,0.07,120,25,112,32,NONE,,24.1,65,40.5,733,757,6738,280.8,4.68,3,77.5,0,4000,2738,0,59.4,40.6,0.83,"W001° 15' 5.7702""","N51° 45' 55.392""",63,63,0.1,0,1.1,0.7,1.8,0.61,0.18,1.449,1,0,0,,65,00:01:24,77.0,6.71,1278,998,0,80,0,8,False,31,0.77,97,34
86.0,30.3,0.753,22.818,886,681.2256103,592.7477446,0.87,130.8,24.3,30.4,34.9,7.83,2.2,82,8.3,17.37,3.23,16.24,4.48,20.9,0.07,123,23,115,32,NONE,,24.1,65,40.5,733,757,4765,198.5,3.31,3,54.8,0,2112,2653,0,44.3,55.7,0.87,"W001° 15' 5.754""","N51° 45' 55.3992""",62,63,0.2,0,0.64,1.34,1.98,0.32,0.24,1.358,2,0,0,,65,00:01:26,81.3,2.35,1278,998,0,80,0,8,False,31,1.18,98,34
89.0,25.1,0.628,15.766,676,443.1728842,393.7261361,0.89,110.3,19.5,31.6,35.6,5.09,1.5,82,5.4,17.56,3.11,16.24,4.51,20.9,0.07,125,22,115,32,NONE,,24.1,65,40.5,733,757,3113,129.7,2.16,3,35.8,0,1185,1927,0,38.1,61.9,0.89,"W001° 15' 5.7402""","N51° 45' 55.4124""",62,63,0.3,0,0.94,1.45,2.39,0.39,0.25,1.198,3,0,0,,65,00:01:29,87.1,1.02,1278,998,0,80,0,8,False,31,0.67,98,34
91.0,25.64,0.647,16.59,585,489.9228837,439.8387511,0.9,112.5,21.3,30.2,33.6,5.63,1.6,80,6.1,17.39,3.29,16.11,4.63,20.9,0.07,123,23,114,33,NONE,,24.1,65,40.5,733,757,3448,143.7,2.39,3,39.6,0,1203,2245,0,34.9,65.1,0.9,"W001° 15' 5.7324""","N51° 45' 55.4196""",62,63,0.3,0,0.89,1.45,2.34,0.38,0.23,1.22,2,0,0,,65,00:01:31,86.4,1.13,1278,998,0,79,0,7,False,25,0.73,100,35
94.0,23.62,0.6,14.173,667,392.6977406,355.3111207,0.9,105.6,18.7,31.9,35.2,4.51,1.3,79,5.0,17.6,3.12,16.17,4.59,20.9,0.07,125,22,115,33,NONE,,24.1,65,40.5,733,757,2768,115.3,1.92,3,31.8,0,899,1869,0,32.5,67.5,0.9,"W001° 15' 5.7144""","N51° 45' 55.4256""",62,63,0.2,0,1.04,1.5,2.54,0.41,0.25,1.151,3,0,0,,65,00:01:34,88.4,1.35,1278,998,0,79,0,8,False,30,0.58,101,35
97.0,18.75,1.222,22.912,556,843.2935351,750.4908132,0.89,202.0,49.5,25.6,28.8,9.69,2.8,78,10.8,16.53,4.05,15.72,5.04,20.9,0.07,117,29,112,36,NONE,,24.2,65,40.5,733,757,5925,246.9,4.11,3,68.1,0,2225,3699,0,37.6,62.4,0.89,"W001° 15' 5.6838""","N51° 45' 55.4328""",62,63,0.2,0,0.98,2.22,3.2,0.31,0.18,1.36,3,0,0,,65,00:01:37,81.2,2.91,1278,998,0,79,0,8,False,30,1.25,102,38
99.0,27.65,0.335,9.263,1044,125.9121917,112.9709397,0.9,64.6,5.2,58.2,64.9,1.45,0.4,79,1.6,19.28,1.55,17.96,3.01,20.9,0.07,137,11,128,21,NONE,,24.2,65,40.5,733,757,886,36.9,0.62,3,10.2,0,311,575,0,35.1,64.9,0.9,"W001° 15' 5.6628""","N51° 45' 55.4424""",62,63,0.3,0,0.79,1.38,2.17,0.36,0.35,0.967,2,0,0,,65,00:01:39,92.4,0.29,1278,998,0,79,0,8,False,31,0.42,101,25
102.0,24.19,0.607,14.685,621,408.2033988,375.7592195,0.92,106.7,19.3,31.8,34.6,4.69,1.3,80,5.1,17.58,3.18,16.38,4.47,20.9,0.07,125,23,116,32,NONE,,24.2,65,40.4,733,757,2888,120.3,2.01,3,33.2,0,783,2104,0,27.1,72.9,0.92,"W001° 15' 5.6346""","N51° 45' 55.4556""",61,63,0.3,0,0.68,1.8,2.48,0.27,0.22,1.167,3,0,0,,65,00:01:42,88.0,0.94,1278,998,0,79,0,8,False,26,0.89,100,34
107.0,10.26,0.803,8.236,552,250.0483761,229.8737538,0.92,138.7,27.8,30.1,32.7,2.87,0.8,81,3.1,17.27,3.46,15.6,4.99,20.9,0.07,123,25,111,35,NONE,,24.3,64,40.5,733,757,1768,73.7,1.23,3,20.3,0,487,1281,0,27.5,72.5,0.92,"W001° 15' 5.64""","N51° 45' 55.4604""",62,63,0.8,0,0.87,4.98,5.85,0.15,0.26,0.916,5,0,0,,65,00:01:47,93.3,0.22,1278,998,0,79,0,8,False,28,0.92,99,37
109.0,32.61,0.233,7.598,261,203.8827795,178.0744889,0.87,41.3,6.8,26.1,29.8,2.34,0.7,81,2.5,17.73,2.92,16.6,4.0,20.9,0.07,126,21,118,28,NONE,,24.3,64,40.5,733,757,1427,59.5,0.99,3,16.4,0,617,811,0,43.2,56.8,0.87,"W001° 15' 5.6484""","N51° 45' 55.4538""",62,63,0.9,0,0.35,1.49,1.84,0.19,0.03,0.881,2,0,0,,65,00:01:49,93.8,0.16,1278,998,0,79,0,8,False,28,0.67,99,31
111.0,32.43,0.72,23.351,1050,736.091706,608.3049839,0.83,123.9,23.3,28.6,34.7,8.46,2.4,81,9.1,17.21,3.24,16.06,4.4,20.9,0.07,122,23,114,31,NONE,,24.3,64,40.4,733,757,5097,212.4,3.54,4,58.6,0,3020,2077,0,59.2,40.8,0.83,"W001° 15' 5.6556""","N51° 45' 55.4406""",62,63,1.1,0,0.85,1.0,1.85,0.46,0.22,1.368,2,0,0,,65,00:01:51,80.9,0.46,1278,998,233,79,0,8,False,27,0.85,99,34
114.0,20.83,0.71,14.792,903,410.0009269,366.8975089,0.89,125.0,21.9,32.5,36.3,4.71,1.3,83,4.9,17.61,3.08,16.2,4.34,20.9,0.07,125,22,115,31,NONE,,24.3,64,40.4,733,757,2884,120.2,2.0,4,33.1,0,1035,1849,0,35.9,64.1,0.89,"W001° 15' 5.6862""","N51° 45' 55.4346""",63,63,1.2,0,0.79,2.09,2.88,0.27,0.24,1.17,3,0,0,,65,00:01:54,87.9,0.24,1278,998,0,79,0,8,False,27,0.9,97,33
117.0,20.83,1.054,21.958,983,692.6168279,642.2073046,0.93,180.5,38.2,29.6,31.9,7.96,2.3,81,8.6,17.13,3.62,16.1,4.8,20.9,0.07,122,26,114,34,NONE,,24.3,64,40.4,733,757,4907,204.5,3.41,4,56.4,0,1219,3688,0,24.8,75.2,0.93,"W001° 15' 5.7366""","N51° 45' 55.41""",64,63,0.8,0,0.84,2.04,2.88,0.29,0.22,1.342,3,0,0,,65,00:01:57,82.0,0.6,1278,998,0,79,0,8,False,27,1.25,99,36
119.0,24.9,0.657,16.357,692,512.3484797,463.7968427,0.91,112.8,23.1,28.5,31.5,5.89,1.7,80,6.4,17.17,3.52,16.36,4.42,20.9,0.07,122,25,116,31,NONE,,24.3,64,40.4,733,757,3612,150.5,2.51,4,41.5,0,1168,2444,0,32.3,67.7,0.91,"W001° 15' 5.742""","N51° 45' 55.401""",65,63,0.9,0,0.91,1.5,2.41,0.38,0.15,1.214,2,0,0,,65,00:01:59,86.6,0.39,1278,998,0,79,0,8,False,26,0.72,100,34
121.0,31.25,0.593,18.531,575,530.9624154,480.4585288,0.9,103.7,19.1,30.8,34.0,6.1,1.7,80,6.6,17.49,3.22,16.3,4.54,20.9,0.07,124,23,116,32,NONE,,24.3,64,40.4,733,757,3743,156.0,2.6,4,43.0,0,1215,2528,0,32.5,67.5,0.9,"W001° 15' 5.7576""","N51° 45' 55.389""",66,63,0.8,0,0.71,1.21,1.92,0.37,0.22,1.268,2,0,0,,65,00:02:01,84.8,0.46,1278,998,0,79,0,8,False,25,0.84,100,35
124.0,21.9,0.904,19.796,422,669.6564021,615.6451603,0.92,152.4,34.8,27.3,29.7,7.7,2.2,81,8.3,16.86,3.85,16.0,4.76,20.9,0.07,120,27,114,34,NONE,,24.3,64,40.4,733,757,4736,197.3,3.29,4,54.4,0,1304,3432,0,27.5,72.5,0.92,"W001° 15' 5.7564""","N51° 45' 55.3764""",66,63,0.4,0,0.73,2.01,2.74,0.27,0.16,1.297,3,0,0,,65,00:02:04,83.8,1.15,1278,998,0,79,0,8,False,25,1.24,99,36
126.0,22.22,0.407,9.044,838,209.2017343,184.9544889,0.88,73.9,10.4,35.8,40.5,2.4,0.7,82,2.6,18.16,2.56,16.88,3.81,20.9,0.07,129,18,120,27,NONE,,24.3,64,40.4,733,757,1468,61.2,1.02,4,16.9,0,581,887,0,39.6,60.4,0.88,"W001° 15' 5.7498""","N51° 45' 55.38""",66,63,0.4,0,1.66,1.04,2.7,0.61,0.22,0.956,2,0,0,,65,00:02:06,92.6,0.36,1278,998,0,79,0,8,False,26,0.25,98,30
129.0,20.2,0.809,16.343,847,503.5515214,471.003514,0.94,139.2,28.9,29.6,31.7,5.79,1.7,82,6.1,17.21,3.57,16.13,4.72,20.9,0.07,122,25,115,34,NONE,,24.3,64,40.4,733,757,3574,148.9,2.48,4,41.1,0,788,2786,0,22.1,77.9,0.94,"W001° 15' 5.7558""","N51° 45' 55.4142""",66,63,1.9,0,0.93,2.04,2.97,0.31,0.2,1.213,3,0,0,,65,00:02:09,86.6,0.18,1278,998,351,79,0,8,False,28,0.87,98,36
132.0,26.91,0.756,20.341,796,570.7288227,541.7830021,0.95,132.5,25.0,32.3,34.1,6.56,1.9,86,6.6,17.53,3.31,16.29,4.64,20.9,0.07,124,23,116,33,NONE,,24.3,64,40.4,733,757,4063,169.3,2.82,4,46.7,0,703,3360,0,17.3,82.7,0.95,"W001° 15' 5.8098""","N51° 45' 55.449""",65,64,2.9,0,0.86,1.37,2.23,0.39,0.24,1.308,3,0,0,0.32,65,00:02:12,83.3,0.14,1278,998,313,79,153,8,False,26,0.88,94,35
134.0,26.43,0.786,20.775,717,606.7944469,573.101977,0.94,136.7,26.9,31.2,33.0,6.97,2.0,87,7.0,17.39,3.42,16.24,4.72,20.9,0.07,123,24,115,34,NONE,,24.3,64,40.4,733,757,4316,179.8,3.0,5,49.6,0,818,3498,0,19.0,81.0,0.94,"W001° 15' 5.8296""","N51° 45' 55.4538""",65,63,2.0,0,0.86,1.41,2.27,0.38,0.23,1.318,2,0,0,1.28,65,00:02:14,83.0,0.21,1278,998,0,79,26,8,False,26,0.91,93,36
137.0,20.98,0.717,15.042,778,435.1390964,414.2798704,0.95,124.9,24.5,31.2,32.8,5.0,1.4,89,4.9,17.42,3.42,16.14,4.83,20.9,0.07,124,24,115,34,NONE,,24.3,64,40.4,733,757,3100,129.2,2.15,5,35.6,0,507,2593,0,16.4,83.6,0.95,"W001° 15' 5.8284""","N51° 45' 55.455""",65,63,0.2,0,1.12,1.74,2.86,0.39,0.24,1.177,3,0,0,,65,00:02:17,87.7,1.5,1278,998,0,79,0,8,False,25,0.64,91,36
140.0,21.66,0.648,14.036,682,396.0453241,371.5605334,0.94,113.5,21.3,31.6,33.7,4.55,1.3,92,4.3,17.52,3.29,16.11,4.82,20.9,0.07,124,23,114,34,NONE,,24.3,64,40.4,733,757,2813,117.2,1.95,5,32.3,0,593,2219,0,21.1,78.9,0.94,"W001° 15' 5.8272""","N51° 45' 55.4598""",65,63,0.1,0,1.05,1.72,2.77,0.38,0.25,1.147,3,0,0,,65,00:02:20,88.5,2.73,1278,998,0,79,0,8,False,25,0.62,88,36
141.0,46.88,0.25,11.719,84,395.8558146,375.1121591,0.95,42.1,9.9,21.3,22.5,4.55,1.3,93,4.3,16.84,3.96,16.04,4.69,20.9,0.07,120,28,114,33,NONE,,24.3,64,40.4,733,757,2817,117.4,1.96,5,32.4,0,504,2313,0,17.9,82.1,0.95,"W001° 15' 5.832""","N51° 45' 55.4646""",64,63,0.4,0,0.39,0.89,1.28,0.3,0.0,1.069,1,0,0,,65,00:02:21,90.4,0.68,1278,998,0,79,0,8,False,25,0.64,87,35
143.0,31.25,0.487,15.219,548,426.6681965,364.0662846,0.85,85.7,14.5,30.5,35.8,4.9,1.4,90,4.7,17.6,2.98,15.93,4.64,20.9,0.07,125,21,113,33,NONE,,24.4,64,40.4,733,757,2973,123.9,2.06,5,34.2,0,1489,1484,0,50.1,49.9,0.85,"W001° 15' 5.8992""","N51° 45' 55.4394""",64,63,2.2,0,0.82,1.1,1.92,0.43,0.25,1.182,2,0,0,0.24,65,00:02:23,87.5,0.13,1278,998,251,78,153,8,False,26,0.59,90,35
146.0,19.42,0.554,10.757,519,338.2144283,286.1761825,0.85,95.3,18.3,27.8,32.8,3.89,1.1,86,3.9,17.2,3.3,15.51,4.85,20.9,0.07,122,23,110,34,NONE,,24.4,64,40.4,733,757,2353,98.0,1.63,5,27.0,0,1235,1117,0,52.5,47.5,0.85,"W001° 15' 5.8812""","N51° 45' 55.4346""",64,63,2.4,0,0.58,2.51,3.09,0.19,0.23,1.032,3,0,0,,65,00:02:26,91.2,0.1,1278,998,349,78,0,8,False,27,0.96,94,36
